2019-08-28 10:48:51,703 [Worker-5] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2020-01-21 16:27:14,690 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:27:14,751 [Worker-173] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:27:14,757 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:27:29,742 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:27:29,779 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:27:29,837 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:27:29,844 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:28:15,777 [Worker-169] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:15,825 [Worker-169] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:28:15,883 [Worker-169] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:15,889 [Worker-169] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:28:26,480 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:26,516 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:28:26,576 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:26,582 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:28:27,904 [Worker-173] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:27,941 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:28:27,999 [Worker-173] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:28,006 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:28:50,005 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:50,050 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:28:50,112 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:50,118 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:28:54,714 [Worker-172] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:54,752 [Worker-172] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:28:54,816 [Worker-172] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:28:54,824 [Worker-172] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:29:20,989 [Worker-171] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:29:21,026 [Worker-171] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:29:21,091 [Worker-171] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:29:21,098 [Worker-171] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:30:41,767 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:30:41,774 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:30:41,775 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:30:41,782 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:32:02,682 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:32:02,719 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:32:02,778 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:32:02,785 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:33:35,208 [Worker-175] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:33:35,215 [Worker-175] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:33:35,216 [Worker-175] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:33:35,222 [Worker-175] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:35:01,477 [Worker-171] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:35:01,516 [Worker-171] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:35:01,577 [Worker-171] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:35:01,584 [Worker-171] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:36:38,168 [Worker-171] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:36:38,211 [Worker-171] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:36:38,278 [Worker-171] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:36:38,284 [Worker-171] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:37:58,469 [Worker-159] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:37:58,506 [Worker-159] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:37:58,565 [Worker-159] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:37:58,573 [Worker-159] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:38:09,825 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:38:09,862 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:38:09,920 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:38:09,926 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:38:15,193 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:38:15,232 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:38:15,291 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:38:15,298 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:38:23,220 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:38:23,257 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:38:23,316 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:38:23,323 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:38:59,907 [Worker-173] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:38:59,944 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:39:00,006 [Worker-173] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:39:00,012 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:39:06,322 [Worker-178] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:39:06,358 [Worker-178] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:39:06,417 [Worker-178] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:39:06,424 [Worker-178] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:39:24,621 [Worker-173] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:39:24,665 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:39:24,728 [Worker-173] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:39:24,734 [Worker-173] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:42:15,838 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:42:15,877 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:42:15,937 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:42:15,944 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:43:51,468 [Worker-178] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:43:51,475 [Worker-178] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:43:51,476 [Worker-178] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:43:51,483 [Worker-178] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:44:16,487 [Worker-177] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:44:16,494 [Worker-177] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:44:16,495 [Worker-177] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:44:16,502 [Worker-177] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:44:33,590 [Worker-176] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:44:33,597 [Worker-176] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:44:33,598 [Worker-176] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:44:33,605 [Worker-176] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:45:15,632 [Worker-177] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:45:15,668 [Worker-177] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:45:15,728 [Worker-177] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:45:15,735 [Worker-177] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:47:55,132 [Worker-183] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:47:55,169 [Worker-183] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:47:55,232 [Worker-183] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:47:55,238 [Worker-183] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:47:56,777 [Worker-186] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:47:56,818 [Worker-186] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:47:56,877 [Worker-186] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:47:56,883 [Worker-186] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:48:02,094 [Worker-175] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:48:02,130 [Worker-175] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:48:02,189 [Worker-175] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:48:02,195 [Worker-175] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:51:05,809 [Worker-175] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:51:05,845 [Worker-175] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:51:05,905 [Worker-175] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:51:05,911 [Worker-175] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:53:26,459 [Worker-183] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:53:26,497 [Worker-183] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:53:26,558 [Worker-183] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:53:26,565 [Worker-183] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:53:31,367 [Worker-189] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:53:31,404 [Worker-189] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:53:31,467 [Worker-189] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:53:31,478 [Worker-189] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:54:31,590 [Worker-197] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:54:31,626 [Worker-197] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:54:31,687 [Worker-197] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:54:31,693 [Worker-197] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:55:12,011 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:55:12,017 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:55:12,018 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:55:12,024 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:55:59,556 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:55:59,562 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:55:59,563 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:55:59,569 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:56:09,774 [Worker-197] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:56:09,780 [Worker-197] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:56:09,781 [Worker-197] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:56:09,787 [Worker-197] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:57:14,359 [Worker-191] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:57:14,396 [Worker-191] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:57:14,472 [Worker-191] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:57:14,482 [Worker-191] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:58:07,635 [Worker-200] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:58:07,641 [Worker-200] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:58:07,642 [Worker-200] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:58:07,648 [Worker-200] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:58:32,728 [Worker-198] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:58:32,735 [Worker-198] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:58:32,736 [Worker-198] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:58:32,742 [Worker-198] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:59:40,152 [Worker-197] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:59:40,192 [Worker-197] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 16:59:40,257 [Worker-197] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:59:40,269 [Worker-197] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:59:47,726 [Worker-200] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:59:47,732 [Worker-200] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:59:47,733 [Worker-200] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:59:47,739 [Worker-200] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:59:57,358 [Worker-200] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:59:57,365 [Worker-200] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 16:59:57,366 [Worker-200] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 16:59:57,373 [Worker-200] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:01,009 [Worker-195] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:01,048 [Worker-195] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 17:00:01,106 [Worker-195] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:01,112 [Worker-195] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:15,213 [Worker-191] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:15,250 [Worker-191] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 17:00:15,309 [Worker-191] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:15,316 [Worker-191] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:30,776 [Worker-194] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:30,813 [Worker-194] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 591 resources
2020-01-21 17:00:30,873 [Worker-194] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:30,880 [Worker-194] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:38,633 [Worker-195] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:38,640 [Worker-195] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:38,641 [Worker-195] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:38,648 [Worker-195] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:46,073 [Worker-198] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:46,079 [Worker-198] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:46,080 [Worker-198] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:46,086 [Worker-198] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:53,934 [Worker-195] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:53,940 [Worker-195] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:53,941 [Worker-195] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:53,948 [Worker-195] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:58,994 [Worker-175] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:59,000 [Worker-175] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:00:59,001 [Worker-175] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:00:59,007 [Worker-175] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-01-21 17:01:06,710 [Worker-189] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-01-21 17:01:06,716 [Worker-189] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
